GeneID,Symbol,link,description,chromosome
102115644,LNPEP,,leucyl and cystinyl aminopeptidase,6
102115642,DIMT1,,DIMT1 rRNA methyltransferase and ribosome maturation factor,6
102115640,OTULINL,,OTU deubiquitinase with linear linkage specificity like,6
102115637,NEK1,,NIMA related kinase 1,5
102115627,YIPF7,,Yip1 domain family member 7,5
102115623,GAK,,cyclin G associated kinase,5
102115621,BCORL1,,BCL6 corepressor like 1,X
102115617,CIR1,,corepressor interacting with RBPJ; CIR1,12
102115614,APOOL,,apolipoprotein O like,X
102115603,SLC5A8,,solute carrier family 5 member 8,11
102115602,TBX18,,T-box transcription factor 18,4
102115601,GRIP2,,glutamate receptor interacting protein 2,11
102115600,KCNMB4,,potassium calcium-activated channel subfamily M regulatory beta subunit 4,11
102115594,IQCK,,IQ motif containing K,20
102115592,TMEM186,,transmembrane protein 186,20
102115590,CLCN7,,chloride voltage-gated channel 7,20
102115586,NPAS1,,neuronal PAS domain protein 1,19
102115585,NACAD,,NAC alpha domain containing,3
102115584,MCM8,,minichromosome maintenance 8 homologous recombination repair factor,10
102115580,CIDEA,,cell death inducing DFFA like effector a,18
102115575,RTTN,,rotatin,18
102115572,KL,,klotho,17
102115570,STARD13,,StAR related lipid transfer domain containing 13,17
102115562,HSPB9,,heat shock protein family B (small) member 9,16
102115561,KIAA2013,,KIAA2013 ortholog,1
102115557,RABEP1,,rabaptin; RAB GTPase binding effector protein 1,16
102115556,TTC4,,tetratricopeptide repeat domain 4,1
102115548,JKAMP,,JNK1/MAPK8 associated membrane protein,7
102115541,GRAMD2A,,GRAM domain containing 2A,7
102115536,SYTL2,,synaptotagmin like 2,14
102115530,SLC6A5,,solute carrier family 6 member 5,14
102115529,NRG2,,neuregulin 2,6
102115528,CNTF,,ciliary neurotrophic factor,14
102115527,PTGDR2,,prostaglandin D2 receptor 2,14
102115526,ATP6AP1L,,ATPase H+ transporting accessory protein 1 like,6
102115518,MTA3,,metastasis associated 1 family member 3,13
102115516,PEX13,,peroxisomal biogenesis factor 13,13
102115512,CENPE,,centromere protein E,5
102115508,NYAP2,,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,12
102115497,CCHCR1,,coiled-coil alpha-helical rod protein 1,4
102115494,HSD11B2,,hydroxysteroid 11-beta dehydrogenase 2,20
102115491,ADGB,,androglobin,4
102115489,UTRN,,utrophin,4
102115487,SBK1,,SH3 domain binding kinase 1,20
102115486,DSE,,dermatan sulfate epimerase,4
102115483,UBALD1,,UBA like domain containing 1,20
102115480,CRACR2A,,calcium release activated channel regulator 2A,11
102115476,PTPRT,,protein tyrosine phosphatase receptor type T,10
102115470,IGFLR1,,IGF like family receptor 1,19
102115467,LSM4,,LSM4 homolog; U6 small nuclear RNA and mRNA degradation associated,19
102115455,ASXL3,,ASXL transcriptional regulator 3,18
102115452,CACNA2D2,,calcium voltage-gated channel auxiliary subunit alpha2delta 2,2
102115451,ZNF236,,zinc finger protein 236,18
102115448,DAOA,,D-amino acid oxidase activator,17
102115446,PLAC9,,placenta associated 9,9
102115445,CYSLTR2,,cysteinyl leukotriene receptor 2,17
102115444,SYT15,,synaptotagmin 15,9
102115442,FLT1,,fms related receptor tyrosine kinase 1,17
102115436,HHLA1,,HERV-H LTR-associating 1,8
102115435,KANSL1,,KAT8 regulatory NSL complex subunit 1,16
102115433,SLC4A1,,solute carrier family 4 member 1 (Diego blood group),16
102115427,FAM76A,,family with sequence similarity 76 member A,1
102115426,RHBDL2,,rhomboid like 2,1
102115425,REEP4,,receptor accessory protein 4,8
102115423,TRABD2B,,TraB domain containing 2B,1
102115421,FPGS,,folylpolyglutamate synthase,15
102115419,TTLL5,,tubulin tyrosine ligase like 5,7
102115414,RNASE9,,ribonuclease A family member 9 (inactive),7
102115412,QRFP,,pyroglutamylated RFamide peptide,15
102115410,SURF1,,surfeit 1,15
102115407,C14H11orf53,,chromosome 14 open reading frame; human C11orf53,14
102115406,ELL3,,elongation factor for RNA polymerase II 3,7
102115402,BECN2,,beclin 2,1
102115401,INPPL1,,inositol polyphosphate phosphatase like 1,14
102115392,FOSL1,,FOS like 1; AP-1 transcription factor subunit,14
102115391,OSBPL5,,oxysterol binding protein like 5,14
102115390,MUC6,,mucin 6; oligomeric mucus/gel-forming,14
102115389,B4GALNT4,,beta-1;4-N-acetyl-galactosaminyltransferase 4,14
102115382,C6H5orf38,,chromosome 6 open reading frame; human C5orf38,6
102115379,UCP1,,uncoupling protein 1,5
102115372,ODAPH,,odontogenesis associated phosphoprotein,5
102115369,CTDSP1,,CTD small phosphatase 1,12
102115368,IKBKG,,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,X
102115367,NKX3-2,,NK3 homeobox 2,5
102115361,SCML2,,Scm polycomb group protein like 2,X
102115360,STS,,steroid sulfatase,X
102115358,GCSH,,glycine cleavage system protein H,20
102115357,MDN1,,midasin AAA ATPase 1,4
102115356,TSTD3,,thiosulfate sulfurtransferase like domain containing 3,4
102115355,SCML4,,Scm polycomb group protein like 4,4
102115353,HERPUD1,,homocysteine inducible ER protein with ubiquitin like domain 1,20
102115349,DBX2,,developing brain homeobox 2,11
102115347,PGP,,phosphoglycolate phosphatase,20
102115345,DUSP16,,dual specificity phosphatase 16,11
102115339,ABCB4,,ATP binding cassette subfamily B member 4,3
102115338,BCAS1,,brain enriched myelin associated protein 1,10
102115336,FAM83E,,family with sequence similarity 83 member E,19
102115332,DLL3,,delta like canonical Notch ligand 3,19
102115330,QTRT1,,queuine tRNA-ribosyltransferase catalytic subunit 1,19
102115325,ACR,,acrosin,10
102115323,IL5RA,,interleukin 5 receptor subunit alpha,2
102115321,PRSS46,,protease; serine 46,2
102115316,IL12A,,interleukin 12A,2
102115313,SLFN12L,,schlafen family member 12 like,16
102115309,IFI35,,interferon induced protein 35,16
102115306,NGFR,,nerve growth factor receptor,16
102115301,GID4,,GID complex subunit 4 homolog,16
102115300,B4GALT2,,beta-1;4-galactosyltransferase 2,1
102115298,YBX2,,Y-box binding protein 2,16
102115296,TNFAIP2,,TNF alpha induced protein 2,7
102115295,CLMN,,calmin,7
102115294,AUH,,AU RNA binding methylglutaconyl-CoA hydratase,15
102115292,NRXN3,,neurexin 3,7
102115290,FOXD4,,forkhead box D4,15
102115287,TGFBR1,,transforming growth factor beta receptor 1,15
102115285,LHX6,,LIM homeobox 6,15
102115282,MESP2,,mesoderm posterior bHLH transcription factor 2,7
102115281,DISP1,,dispatched RND transporter family member 1,1
102115274,ZNF695,,zinc finger protein 695,1
102115273,SH3PXD2B,,SH3 and PX domains 2B,6
102115270,INCENP,,inner centromere protein,14
102115267,PDZD2,,PDZ domain containing 2,6
102115266,TRIO,,trio Rho guanine nucleotide exchange factor,6
102115259,NDNF,,neuron derived neurotrophic factor,5
102115255,MITD1,,microtubule interacting and trafficking domain containing 1,13
102115254,ERVMER34-1,,endogenous retrovirus group MER34 member 1; envelope,5
102115253,IGFBP7,,insulin like growth factor binding protein 7,5
102115246,PTPRN,,protein tyrosine phosphatase receptor type N,12
102115243,TREX2,,three prime repair exonuclease 2,X
102115242,C12H2orf80,,chromosome 12 open reading frame; human C2orf80,12
102115241,S100P,,S100 calcium binding protein P,5
102115240,GRK4,,G protein-coupled receptor kinase 4,5
102115236,SP5,,Sp5 transcription factor,12
102115234,KIF6,,kinesin family member 6,4
102115232,CXHXorf58,,chromosome X open reading frame; human CXorf58,X
102115228,OGFRL1,,opioid growth factor receptor like 1,4
102115226,HAL,,histidine ammonia-lyase,11
102115224,TMEM43,,transmembrane protein 43,11
102115221,WIF1,,WNT inhibitory factor 1,11
102115217,PURB,,purine rich element binding protein B,3
102115211,LRRN4,,leucine rich repeat neuronal 4,10
102115210,TMEM225B,,transmembrane protein 225B,3
102115208,MAU2,,MAU2 sister chromatid cohesion factor,19
102115204,RTBDN,,retbindin,19
102115201,WASHC2C,,WASH complex subunit 2C,9
102115199,SFR1,,SWI5 dependent homologous recombination repair protein 1,9
102115196,PANK1,,pantothenate kinase 1,9
102115191,TNFRSF19,,TNF receptor superfamily member 19,17
102115188,B3GALT6,,beta-1;3-galactosyltransferase 6,1
102115185,KAT2A,,lysine acetyltransferase 2A,16
102115182,HNF1B,,HNF1 homeobox B,16
102115180,DHRS13,,dehydrogenase/reductase 13,16
102115177,HHLA3,,HERV-H LTR-associating 3,1
102115173,GSTM1,,glutathione S-transferase mu 1,1
102115169,UNC13B,,unc-13 homolog B,15
102115167,CRB2,,crumbs cell polarity complex component 2,15
102115162,THSD4,,thrombospondin type 1 domain containing 4,7
102115160,PIF1,,PIF1 5-to-3 DNA helicase,7
102115159,ANGPTL1,,angiopoietin like 1,1
102115155,CAPRIN1,,cell cycle associated protein 1,14
102115152,CCDC86,,coiled-coil domain containing 86,14
102115151,RPS23,,ribosomal protein S23,6
102115146,DCDC2C,,doublecortin domain containing 2C,13
102115145,NKD2,,NKD inhibitor of WNT signaling pathway 2,6
102115140,DCHS2,,dachsous cadherin-related 2,5
102115138,SEC24B,,SEC24 homolog B; COPII coat complex component,5
102115135,IL1RL1,,interleukin 1 receptor like 1,13
102115132,THAP4,,THAP domain containing 4,12
102115129,ACKR3,,atypical chemokine receptor 3,12
102115128,SNORC,,secondary ossification center associated regulator of chondrocyte maturation,12
102115122,RBM41,,RNA binding motif protein 41,X
102115118,POLR1H,,RNA polymerase I subunit H,4
102115110,CA7,,carbonic anhydrase 7,20
102115105,HS3ST4,,heparan sulfate-glucosamine 3-sulfotransferase 4,20
102115104,ITGAD,,integrin subunit alpha D,20
102115102,LUZP6,,leucine zipper protein 6,3
102115100,CAPN15,,calpain 15,20
102115096,IL4I1,,interleukin 4 induced 1,19
102115095,SLC25A13,,solute carrier family 25 member 13,3
102115094,ZNF335,,zinc finger protein 335,10
102115086,USP42,,ubiquitin specific peptidase 42,3
102115084,CBS,,cystathionine beta-synthase,3
102115074,FHOD3,,formin homology 2 domain containing 3,18
102115071,SUPV3L1,,Suv3 like RNA helicase,9
102115069,FOXL2,,forkhead box L2,2
102115061,NRROS,,negative regulator of reactive oxygen species,2
102115057,H6PD,,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,1
102115056,PIP4P2,,phosphatidylinositol-4;5-bisphosphate 4-phosphatase 2,8
102115051,DOCK5,,dedicator of cytokinesis 5,8
102115049,P3H1,,prolyl 3-hydroxylase 1,1
102115044,SLC25A29,,solute carrier family 25 member 29,7
102115038,FCRL2,,Fc receptor like 2,1
102115036,CFAP126,,cilia and flagella associated protein 126,1
102115027,KNL1,,kinetochore scaffold 1,7
102115024,PHOX2A,,paired like homeobox 2A,14
102115023,CYFIP1,,cytoplasmic FMR1 interacting protein 1,7
102115019,PHYKPL,,5-phosphohydroxy-L-lysine phospho-lyase,6
102115016,C6H5orf52,,chromosome 6 open reading frame; human C5orf52,6
102115015,AFAP1L1,,actin filament associated protein 1 like 1,6
102115013,JADE2,,jade family PHD finger 2,6
102115012,ZNF608,,zinc finger protein 608,6
102115010,ERAP2,,endoplasmic reticulum aminopeptidase 2,6
102115009,CCDC85B,,coiled-coil domain containing 85B,14
102114993,KCTD8,,potassium channel tetramerization domain containing 8,5
102114988,SCRN3,,secernin 3,12
102114987,SATL1,,spermidine/spermine N1-acetyl transferase like 1,X
102114985,IP6K3,,inositol hexakisphosphate kinase 3,4
102114984,ZNF81,,zinc finger protein 81,X
102114981,LRRC73,,leucine rich repeat containing 73,4
102114976,NT5E,,5-nucleotidase ecto,4
102114970,CARMIL2,,capping protein regulator and myosin 1 linker 2,20
102114969,ITGA5,,integrin subunit alpha 5,11
102114963,TAS2R16,,taste 2 receptor member 16,3
102114962,KLK14,,kallikrein related peptidase 14,19
102114959,ARHGAP35,,Rho GTPase activating protein 35,19
102114957,TIMM50,,translocase of inner mitochondrial membrane 50,19
102114954,ADA2,,adenosine deaminase 2,10
102114952,SLC44A2,,solute carrier family 44 member 2,19
102114949,CBLB,,Cbl proto-oncogene B,2
102114948,NSMCE4A,,NSE4 homolog A; SMC5-SMC6 complex component,9
102114944,LDB1,,LIM domain binding 1,9
102114936,LRRC31,,leucine rich repeat containing 31,2
102114934,PARD3,,par-3 family cell polarity regulator,9
102114932,NMNAT3,,nicotinamide nucleotide adenylyltransferase 3,2
102114931,ATAD5,,ATPase family AAA domain containing 5,16
102114929,SRP68,,signal recognition particle 68,16
102114922,GRB7,,growth factor receptor bound protein 7,16
102114921,UBE2W,,ubiquitin conjugating enzyme E2 W,8
102114920,GRHL3,,grainyhead like transcription factor 3,1
102114914,SLC2A4,,solute carrier family 2 member 4,16
102114913,ATP2A3,,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,16
102114911,NDUFB1,,NADH:ubiquinone oxidoreductase subunit B1,7
102114910,IFNW1,,interferon omega 1,15
102114907,SEC61B,,SEC61 translocon subunit beta,15
102114905,MORN5,,MORN repeat containing 5,15
102114895,KIFAP3,,kinesin associated protein 3,1
102114891,PGBD2,,piggyBac transposable element derived 2,1
102114889,EFCAB9,,EF-hand calcium binding domain 9,6
102114888,NELL1,,neural EGFL like 1,14
102114882,SKP2,,S-phase kinase associated protein 2,6
102114880,ACSL1,,acyl-CoA synthetase long chain family member 1,5
102114877,VAMP5,,vesicle associated membrane protein 5,13
102114875,CHCHD5,,coiled-coil-helix-coiled-coil-helix domain containing 5,13
102114872,SYAP1,,synapse associated protein 1,Un
102114870,RASL11B,,RAS like family 11 member B,5
102114861,HAUS7,,HAUS augmin like complex subunit 7,X
102114858,NOP14,,NOP14 nucleolar protein,5
102114848,MLEC,,malectin,11
102114845,BCAR1,,BCAR1 scaffold protein; Cas family member,20
102114840,MYO1G,,myosin IG,3
102114837,FLNC,,filamin C,3
102114833,KLC3,,kinesin light chain 3,19
102114829,ZNF30,,zinc finger protein 30,19
102114826,AP1S1,,adaptor related protein complex 1 subunit sigma 1,3
102114824,SUGP1,,SURP and G-patch domain containing 1,19
102114823,COMT,,catechol-O-methyltransferase,10
102114822,SDF2L1,,stromal cell derived factor 2 like 1,10
102114821,CYYR1,,cysteine and tyrosine rich 1,3
102114814,CHAF1A,,chromatin assembly factor 1 subunit A,19
102114806,ATP11A,,ATPase phospholipid transporting 11A,17
102114804,SEC24C,,SEC24 homolog C; COPII coat complex component,9
102114802,NEK5,,NIMA related kinase 5,17
102114798,COMMD3,,COMM domain containing 3,9
102114797,FAM171A1,,family with sequence similarity 171 member A1,9
102114796,ENDOV,,endonuclease V,16
102114794,C1QTNF12,,C1q and TNF related 12,1
102114791,SUZ12,,SUZ12 polycomb repressive complex 2 subunit,16
102114790,GJA9,,gap junction protein alpha 9,1
102114788,ALOX15B,,arachidonate 15-lipoxygenase type B,16
102114787,TLCD2,,TLC domain containing 2,16
102114785,DAPK1,,death associated protein kinase 1,15
102114781,TRPM6,,transient receptor potential cation channel subfamily M member 6,15
102114779,GPR135,,G protein-coupled receptor 135,7
102114777,TOGARAM1,,TOG array regulator of axonemal microtubules 1,7
102114776,ZCCHC7,,zinc finger CCHC-type containing 7,15
102114775,ZDHHC12,,zinc finger DHHC-type palmitoyltransferase 12,15
102114773,HDGFL3,,HDGF like 3,7
102114772,KCTD3,,potassium channel tetramerization domain containing 3,1
102114767,TRPM7,,transient receptor potential cation channel subfamily M member 7,7
102114764,STYXL2,,serine/threonine/tyrosine interacting like 2,1
101926355,NECAB2,,N-terminal EF-hand calcium binding protein 2,20
101926057,SPHK1,,sphingosine kinase 1,16
101925945,GAPVD1,,GTPase activating protein and VPS9 domains 1,15
101925405,CA10,,carbonic anhydrase 10,16
101866018,RGMA,,repulsive guidance molecule BMP co-receptor a,7
101865588,INTS11,,integrator complex subunit 11,1
102139291,LOC102139291,,disintegrin and metalloproteinase domain-containing protein 21-like,7
102129634,LOC102129634,,disintegrin and metalloproteinase domain-containing protein 1a-like,7
102117847,LOC102117847,,disintegrin and metalloproteinase domain-containing protein 1a-like,11
102134176,LOC102134176,,protein tyrosine phosphatase type IVA 1,11
102114867,LOC102114867,,killer cell immunoglobulin-like receptor 3DS1,19
102145248,LOC102145248,,cell cycle control protein 50C-like,2
102143973,LOC102143973,,disintegrin and metalloproteinase domain-containing protein 21-like,7
102117205,LOC102117205,,aldo-keto reductase family 1 member C4-like,9
102117077,LOC102117077,,uricase,1
102139129,LOC102139129,,uncharacterized LOC102139129,12
102139510,LOC102139510,,cytochrome c oxidase subunit 8A; mitochondrial,14
101926442,YWHAB,,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,10
102145933,LOC102145933,,class I histocompatibility antigen; Gogo-B*0101 alpha chain,Un
102138598,LOC102138598,,choriogonadotropin subunit beta-like,19
102137969,LOC102137969,,choriogonadotropin subunit beta-like,19
102136393,LOC102136393,,multidrug and toxin extrusion protein 1,16
102124370,LOC102124370,,perilipin-2,15
101866649,LOC101866649,,disintegrin and metalloproteinase domain-containing protein 18,8
102128313,LOC102128313,,interleukin-11,Un
102121561,LOC102121561,,arylamine N-acetyltransferase 2,8
102144764,LOC102144764,,killer cell immunoglobulin-like receptor 3DL3,19
102136135,LOC102136135,,RH-like protein,1
102123272,LOC102123272,,uncharacterized LOC102123272,5
102116779,LOC102116779,,killer cell immunoglobulin-like receptor 3DL1,19
102116019,LOC102116019,,killer cell immunoglobulin-like receptor 3DL1,19
102115630,LOC102115630,,killer cell immunoglobulin-like receptor 2DL4,19
102115229,LOC102115229,,glutathione S-transferase A1-like,4
102114865,LOC102114865,,HLA class I histocompatibility antigen; A-11 alpha chain-like,4
102122073,CHCHD7,,coiled-coil-helix-coiled-coil-helix domain containing 7,8
102140945,LOC102140945,,low affinity immunoglobulin gamma Fc region receptor III-like,1
102128656,LOC102128656,,centrosomal protein C10orf90,9
102139374,LOC102139374,,complement factor H-related protein 3-like,1
102126139,LOC102126139,,UDP-glucuronosyltransferase 2B33-like,5
102122444,LOC102122444,,putative dimethylaniline monooxygenase [N-oxide-forming] 6,1
102121796,LOC102121796,,dimethylaniline monooxygenase [N-oxide-forming] 3,1
102118812,LOC102118812,,semenogelin-2,10
102124348,LOC102124348,,uncharacterized LOC102124348,6
102120647,LOC102120647,,dnaJ homolog subfamily C member 25,15
101865158,LOC101865158,,uncharacterized LOC101865158,6
102136267,LOC102136267,,cytochrome b-c1 complex subunit 6; mitochondrial,1
101865400,LOC101865400,,uncharacterized LOC101865400,7
102130496,INTS12,,integrator complex subunit 12,5
102122363,LOC102122363,,putative zinc finger protein 705G,8
102126095,LOC102126095,,uncharacterized protein C20orf203,10
102140087,LOC102140087,,zinc finger protein 429,19
102138996,LOC102138996,,HLA class I histocompatibility antigen; B-49 alpha chain-like,4
102135041,LOC102135041,,cytochrome b-c1 complex subunit 2; mitochondrial-like,20
102123651,LOC102123651,,histone H2B type 1-M-like,4
102117433,LOC102117433,,cytochrome b-c1 complex subunit 1; mitochondrial-like,2
101867320,LOC101867320,,uncharacterized LOC101867320,X
101866521,LOC101866521,,serotransferrin,2
101866198,LOC101866198,,DNA excision repair protein ERCC-6,9
101865586,LOC101865586,,zinc finger protein 799,19
101864802,LOC101864802,,uncharacterized LOC101864802,9
102143587,LOC102143587,,magnesium transporter protein 1,1
102128403,LOC102128403,,protein FAM187B-like,19
102124284,LOC102124284,,histone H1.0,10
102123270,LOC102123270,,cytochrome c oxidase subunit 7B2; mitochondrial-like,5
101925242,LOC101925242,,uncharacterized LOC101925242,14
101866303,LOC101866303,,hypothetical protein,10
101865670,LOC101865670,,RNA-binding motif protein 4B,14
102144252,LOC102144252,,casein kinase I isoform epsilon,10
102142503,LOC102142503,,60S ribosomal protein L31-like,Un
102137297,LOC102137297,,cytochrome c oxidase subunit 6C,8
102137182,LOC102137182,,core histone macro-H2A.2,9
102137003,LOC102137003,,ubiquinol-cytochrome-c reductase complex assembly factor 3,14
102130747,LOC102130747,,cytochrome c-type heme lyase,X
102128739,LOC102128739,,60S ribosomal protein L17,7
102123677,LOC102123677,,core histone macro-H2A.1,6
102119981,LOC102119981,,histone H2A type 1-like,4
101925848,LOC101925848,,hypothetical protein,1
101925351,LOC101925351,,hypothetical protein,2
101925240,LOC101925240,,Heat shock 70 kDa protein 1/2,4
101867369,LOC101867369,,hypothetical protein,20
101866343,LOC101866343,,hypothetical protein,Un
107127905,LOC107127905,,uncharacterized LOC107127905,17
102127888,LOC102127888,,zinc finger protein with KRAB and SCAN domains 8-like,4
102144128,LOC102144128,,twinfilin-2,2
107128972,LOC107128972,,uncharacterized LOC107128972,2
107127638,LOC107127638,,uncharacterized LOC107127638,15
102146214,LOC102146214,,uncharacterized LOC102146214,14
102133733,LOC102133733,,hypothetical protein,16
102133073,LOC102133073,,A-kinase anchor protein 2,15
102115890,LOC102115890,,60S ribosomal protein L29-like,X
101926309,LOC101926309,,uncharacterized LOC101926309,16
101926300,LOC101926300,,uncharacterized LOC101926300,20
101866959,LOC101866959,,uncharacterized LOC101866959,14
101866829,LOC101866829,,zinc finger protein 300,3
101866276,LOC101866276,,uncharacterized LOC101866276,9
101865328,LOC101865328,,uncharacterized LOC101865328,8
107130227,LOC107130227,,uncharacterized LOC107130227,7
107127898,LOC107127898,,leucine-rich repeat extensin-like protein 3,17
107126475,LOC107126475,,coiled-coil and C2 domain-containing protein 2A-like,9
102146113,LOC102146113,,uncharacterized LOC102146113,17
102146110,LOC102146110,,WD repeat-containing protein KIAA1875,8
102145854,LOC102145854,,EF-hand domain-containing family member B,2
102145184,LOC102145184,,skin secretory protein xP2-like,6
102143302,LOC102143302,,hypothetical protein,7
102142893,LOC102142893,,uncharacterized LOC102142893,6
102142030,LOC102142030,,transmembrane 4 L6 family member 1-like,2
102140271,LOC102140271,,tetratricopeptide repeat protein 39B-like,13
102133268,LOC102133268,,ATP-binding cassette sub-family A member 3-like,20
102132550,LOC102132550,,myosin-J heavy chain-like,6
102132236,LOC102132236,,serpin I2,2
102132032,LOC102132032,,40S ribosomal protein S27-like,12
102129010,LOC102129010,,cuticle collagen 1-like,1
102128075,LOC102128075,,uncharacterized LOC102128075,15
102127465,LOC102127465,,putative protein FAM172B,2
102126543,LOC102126543,,ral-GDS-related protein-like,Un
102123544,LOC102123544,,contactin-associated protein-like 4-like,12
102122352,LOC102122352,,E3 ubiquitin-protein ligase Topors-like,15
102119445,LOC102119445,,cystatin-12,10
102119400,LOC102119400,,sperm-associated antigen 11-like,8
102118970,LOC102118970,,amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein,12
101926401,LOC101926401,,Uncharacterized protein C10orf68 homolog,9
107129263,LOC107129263,,pituitary tumor-transforming gene 1 protein-interacting protein-like,3
102146024,LOC102146024,,zinc finger protein 761,19
102144294,LOC102144294,,tetratricopeptide repeat protein 30A,12
102143756,LOC102143756,,cytochrome c oxidase subunit 6B1,19
102143168,LOC102143168,,stereocilin,7
102142866,LOC102142866,,Fanconi anemia group D2 protein,2
102142534,LOC102142534,,lysine-specific demethylase 4D,14
102141968,LOC102141968,,uncharacterized LOC102141968,13
102139296,LOC102139296,,PRAME family member 5-like,1
102137894,LOC102137894,,putative uncharacterized protein C5orf60,6
102137053,LOC102137053,,NADH-cytochrome b5 reductase 3-like,10
102135783,LOC102135783,,zinc finger protein 611,19
102133037,LOC102133037,,nuclear RNA export factor 2,X
102132379,LOC102132379,,histone H2A.J,11
102132338,LOC102132338,,protoheme IX farnesyltransferase; mitochondrial,16
102131665,LOC102131665,,uncharacterized LOC102131665,13
102128139,LOC102128139,,uncharacterized LOC102128139,19
102127633,LOC102127633,,ran-binding protein 9,4
102126517,LOC102126517,,cytochrome c oxidase subunit 7A2; mitochondrial,4
102124714,LOC102124714,,dynein heavy chain 10; axonemal,11
102119200,LOC102119200,,cTAGE family member 8-like,3
102117303,LOC102117303,,cytochrome b-c1 complex subunit 7,8
102116774,LOC102116774,,vacuolar fusion protein CCZ1 homolog B,3
101926682,LOC101926682,,uncharacterized LOC101926682,1
101926644,LOC101926644,,probable C-mannosyltransferase DPY19L2,3
101926462,LOC101926462,,probable C-mannosyltransferase DPY19L2,3
101926212,LOC101926212,,uncharacterized LOC101926212,1
101925951,LOC101925951,,uncharacterized LOC101925951,6
101925844,LOC101925844,,uncharacterized LOC101925844,8
101925688,LOC101925688,,succinate dehydrogenase [ubiquinone] flavoprotein subunit; mitochondrial-like,6
101925576,LOC101925576,,uncharacterized LOC101925576,4
101925455,LOC101925455,,voltage-dependent N-type calcium channel subunit alpha-1B,15
101925409,LOC101925409,,putative golgin subfamily A member 6-like protein 4,7
101925371,LOC101925371,,uncharacterized LOC101925371,9
101925312,LOC101925312,,U1 small nuclear ribonucleoprotein C,8
101925261,LOC101925261,,uncharacterized LOC101925261,12
101925239,LOC101925239,,putative glycerol kinase 3,5
101925199,LOC101925199,,uncharacterized LOC101925199,X
101925119,LOC101925119,,uncharacterized LOC101925119,10
101925080,LOC101925080,,Down syndrome critical region protein 9,3
101867510,LOC101867510,,T-complex protein 10A homolog,4
101867327,LOC101867327,,uncharacterized LOC101867327,13
101867226,LOC101867226,,uncharacterized LOC101867226,16
101867156,LOC101867156,,polyadenylate-binding protein 2,7
101867133,LOC101867133,,uncharacterized LOC101867133,11
101866867,LOC101866867,,uncharacterized LOC101866867,9
101866776,LOC101866776,,zinc finger protein 440,19
101866755,LOC101866755,,leucine-rich repeat-containing protein 37A3,16
101866583,LOC101866583,,uncharacterized LOC101866583,20
101866496,LOC101866496,,uncharacterized LOC101866496,8
101866300,LOC101866300,,protein argonaute-4,1
101866289,LOC101866289,,uncharacterized LOC101866289,4
101866181,LOC101866181,,uncharacterized LOC101866181,12
101866126,LOC101866126,,uncharacterized LOC101866126,10
101866062,LOC101866062,,protein AF-10,9
101866045,LOC101866045,,DNA repair protein RAD52 homolog,12
101866025,LOC101866025,,Testis-expressed transmembrane protein 4,14
101865869,LOC101865869,,uncharacterized LOC101865869,10
101865795,LOC101865795,,zinc finger protein 91,19
101865762,LOC101865762,,AP-4 complex accessory subunit tepsin,7
101865746,LOC101865746,,arylsulfatase D,Un
101865663,LOC101865663,,protein tyrosine phosphatase type IVA 2,14
101865639,LOC101865639,,epithelial chloride channel protein,1
101865626,LOC101865626,,uncharacterized LOC101865626,1
101865459,LOC101865459,,putative uncharacterized protein encoded by LINC00467 homolog,1
101865451,LOC101865451,,uncharacterized LOC101865451,3
101865449,LOC101865449,,zinc finger protein 7,8
101865235,LOC101865235,,uncharacterized LOC101865235,7
101865196,LOC101865196,,uncharacterized LOC101865196,7
101865175,LOC101865175,,voltage-dependent L-type calcium channel subunit alpha-1C,11
101865120,LOC101865120,,neuroblastoma breakpoint family member 4,1
101864869,LOC101864869,,uncharacterized LOC101864869,7
101864832,LOC101864832,,germ cell-less protein-like 1,6
101864788,LOC101864788,,type II inositol 1;4;5-trisphosphate 5-phosphatase,1
107129917,LOC107129917,,humanin,6
107127883,LOC107127883,,M-phase phosphoprotein 8-like,17
107127449,LOC107127449,,uncharacterized LOC107127449,14
107126752,LOC107126752,,uncharacterized LOC107126752,11
107126545,LOC107126545,,zinc finger protein 665,19
102147203,LOC102147203,,guanylate-binding protein 1,1
102147033,LOC102147033,,MOB-like protein phocein,12
102145186,LOC102145186,,glycine N-acyltransferase-like protein 1-like,14
102144280,LOC102144280,,cytochrome c oxidase subunit 4 isoform 1; mitochondrial-like,20
102142811,LOC102142811,,cytochrome c oxidase assembly protein COX15 homolog,9
102142548,LOC102142548,,sodium channel modifier 1,1
102142214,LOC102142214,,cytidine monophosphate-N-acetylneuraminic acid hydroxylase,4
102141936,LOC102141936,,tyrosine-protein phosphatase non-receptor type substrate 1-like,10
102139305,LOC102139305,,uncharacterized LOC102139305,17
102138501,LOC102138501,,G-protein coupled receptor-associated sorting protein 2,X
102136630,LOC102136630,,protocadherin alpha-C2,6
102136518,LOC102136518,,major histocompatibility complex class I-related gene protein-like,1
